id,year,report,sector,industry,company,sentence,token_count,label,label_source
2673,2020,3M_2020_ESG,Manufacturing,Capital Goods,3M,Science for Community goal UN SDG SDG Targets 100% participation in employee development programs to advance individual and organizational capabilities.,20,S,human
2871,2020,3M_2020_ESG,Manufacturing,Capital Goods,3M,The intended users of the assurance statement are the stakeholders of 3M.,12,I,human
3434,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"The Tsay Keh Dene Nation is a First Nations community in British Columbia, Canada, whose territory includes some of the world s only remaining intact forests.",26,E,human
3446,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"If we are buying from a paper supplier, we need to know the paper source and where the pulp is manufactured to make the paper.",25,E,human
3550,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,3M is improving occupational health and safety by Capacity building.,10,S,synthetic
3654,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"Many residential care centers, doctors offices, schools, other 3M facilities, and nonprofit organizations needed disinfectants to support their continued operations.",20,S,human
3697,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"Diversity We are going to keep building our diversity, which will make us a much more creative and innovative company.",20,S,synthetic
3882,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,Priority topics defined within this report apply to each entity within the 3M organization.,14,G,human
4479,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"Reports to the Science, Technology Sustainability Committee of the Board of Directors, the Innovation Steering Committee, and other internal and external groups.",22,G,human
4666,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"Based on the survey findings, we launched an extensive communications campaign to address these concerns to both managers and employees throughout the year.",23,S,human
4857,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"For additional details around engaging our communities, see the Communities section.",11,S,human
5015,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,This survey was deployed to all 3M FTE employees either in electronic or paper format.,15,S,human
5822,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"This includes our use of certain minerals with the potential to be sourced from conflict-affected and high-risk areas, our use of timber-based products and other plant materials pulp and paper , and all new suppliers in higher-risk countries in areas such as Asia Pacific, Latin America, or parts of Europe, Middle East, and Africa.",54,S,human
6101,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,Feature stories Who we are How we work What we create About report 184 3M 2021 Sustainability Report improvinglives,19,I,synthetic
6617,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"Capital expenditures Million $USD 1,420 1,370 1,580 1,700 1,500 -11.8 5.63.",11,I,synthetic
6664,2021,3M_2021_ESG,Manufacturing,Capital Goods,3M,"Scope 3, Category 13 downstream leased assets Metric tons CO2e <1,000 <1,000 <1,000 <1,000 <1,000.",15,E,synthetic
7257,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,"The alliance has planned for the construction of a new headquarters building for the group's operations, which is expected to be completed and opened by 2026.",26,I,human
7360,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,"In addition, we annually submit risk reports to the BOD to communicate risk management policies and risk management effectiveness descriptions for future corporate operation decision management.",26,G,human
7468,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,"BOD and Senior Management Conduct stewardship investigations to ensure that no corruption, bribery or anticompetitive practices may occur.",18,G,synthetic
7522,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,Establish working hours control and early warning system to avoid overtime work.,12,S,synthetic
8359,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Moreover, AcBel designs developmental maps according to different positions in order to maximize each employee s potential, enhance human capital and achieve the company s operational goals.",27,S,synthetic
8378,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,100% of employees worked less than twelve hours including overtime per workday.,12,S,synthetic
8763,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,Hsu Chau-ing Social Welfare Charity Foundation https //www.hci.org.tw/zh-TW/ home 7.1 Encouragement of Employees Participation.,14,S,human
8864,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,"RT-EE-410a.2 Percentage of eligible products, by revenue, that meet ENERGY STAR criteria 60.",13,E,synthetic
9292,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Overview of the Operations of Corporate Sustainable Development Committee 2006 Establishment of Social Responsibility Declaration and an Corporate Social Responsibility Policy Establishment of Corporate Social Responsibility CSR Committee 2014.,29,G,human
9466,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Local community support is crucial for achieving sustainable value in business.,11,S,human
9751,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Additionally, the Burn-In aging test is conducted to detect defects in product de- sign or manufacturing processes by subjecting the prod- uct to elevated temperatures and input voltages, aiming to evaluate its reliability.",33,I,human
9803,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"In 2022, a total of 6 members of the Board participated in the courses organized by the institution in accordance with the Directions for the Implementation of Continuing Education for Directors and Supervisors of TWSE Listed and TPEx Listed Companies.",40,G,synthetic
9833,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"To ensure the protection of whistleblowers from retaliation, all cases are assigned to dedicated audit departments and personnel who conduct investigations and handle the matters in ac- cordance with strict confidentiality principles.",32,G,synthetic
9966,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Company Strategy Power Products Specialty Store Electric Power Solutions Comprehensive Energy Management System.,13,E,human
10421,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"In the operational processes of a company, the use of energy and resources, as well as the generation of waste, can have certain impacts on the environment.",27,E,synthetic
10719,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"89 AcBel has implemented various waste reduction initiatives through employee education and train- ing, waste classification, and process improvements.",19,E,synthetic
10827,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Carbon Emissions Management Greenhouse Gas Inventory Utilization of Renewable Energy Green Electricity/Green Certificate Purchase Green Electricity/Green Certificate Purchase Establishment of GHG Reduction Goals.,23,E,synthetic
10859,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,An on-site audit and evaluation will be conducted by AcBel.,10,G,human
11065,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"In terms of years of service, employees with less than 5 years of experience account for the highest proportion at 68.08%, those with 5-10 years of experience account for 15.54%, totaling 83.62% for those with less than 10 years of experience.",41,S,human
11329,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Conforming to legal regulations, AcBel establishes an Employee Welfare Committee in Taiwan, jointly formed by the company and employees, and allocates monthly employee welfare funds.",25,S,synthetic
11345,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"When necessary, this input is incor- porated into the formulation, implementation, and modification of company policies, establishing trust and consensus between labor and management and fostering a friendly work atmosphere.",30,S,human
11387,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Number of employees took parental leave 0 6 0 5 2 9.,12,S,synthetic
11683,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,GRI 305 Emissions 2016 305-1 Direct Scope 1 GHG emissions 85 305-2 Energy indirect Scope 2 GHG emissions 85 305-3 Other indirect Scope 3 GHG emissions 85-86 305-4 GHG emissions intensity 85 305-5 Reduction of GHG emissions 81.,38,E,synthetic
11760,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"In addition, the Croda Foundation has approved over £1.1m in funding for 13 projects and distributed £1.8m of restricted health care grants to vaccine and health infrastructure projects in South Asia, Africa and Brazil.",34,S,human
11933,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"We have also continued our focus on upstream supply chains, with almost a quarter of suppliers by volume committed to SBTi carbon reduction targets.",24,E,synthetic
12229,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Through the divestment of most of our industrials business, and the acquisitions we have made in recent years, Croda has significantly repositioned to be more closely aligned with the powerful megatrends that are reshaping our markets.",36,I,human
12267,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Often not visible to the eye, plastic microbeads provide functionality such as exfoliation, sensory enhancement or adding texture to cosmetic formulations.",21,I,human
12395,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Within F F, sales in fragrances recovered after a challenging 2021, as emerging market conditions improved, alongside developing Croda sales synergies and benefits from integration of the recent Parfex acquisition.",30,I,synthetic
12431,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,This is opening an incredible number of possibilities that will change the pharma sector in the next ten years.,19,I,synthetic
12513,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Croda is the leading independent supplier of vaccine adjuvants with unrivalled breadth across aluminium, saponin and lipid based adjuvants.",19,I,human
12648,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"It believes that the APM is a helpful additional measure for shareholders in assessing the risk to equity holders and the capacity to invest more capital in the business Free cash flow comprises EBITDA less movements in working capital, net capital expenditure, payment of lease liabilities, non-cash pension expense, and interest and tax payments.",54,I,human
12670,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Performance In 2022 the use of our agricultural ingredients and new technologies saved 53,486 hectares of land compared to our 2019 baseline of 92,223 hectares, translating to a total land saving of 145,709 hectares in 2022.",36,E,synthetic
12865,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Our information security specialists monitor our IT services and networks, oversee cyber protection solutions and provide cyber awareness education globally, whilst internal and external auditors review and report on the operation of cyber and system controls annually.",37,S,human
13151,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Available to employees via the Company intranet Connect , not published externally.",12,I,human
13495,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Assessing management s attitude to risk and assurance of the external and internal audit functions through the work and reports of the Audit Committee.,24,G,synthetic
13728,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Dame Anita Frew DBE, Chair 92 Croda International Plc Annual Report and Accounts 2022",14,I,synthetic
13737,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"During 2022, the Committee also reviewed the emergency succession planning for both the Group Chief Executive and Chair roles.",19,G,human
13748,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Key responsibilities To regularly review the structure, size and composition, including the skills, knowledge, experience and diversity, of the Board and make recommendations for any changes to the Board.",29,G,synthetic
14219,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,EPS growth of 11% would represent over performance of our strategic plan.,12,I,synthetic
14237,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Commentary For 2023 there will be a general increase for our UK employees of 7%.,15,S,synthetic
14467,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,All Non-Executive Directors are reimbursed for travel and related business expenses reasonably incurred in performing their duties and associated tax on these expenses .,24,I,human
14852,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The movement for the average UK employee is also provided for additional reference given the small number of employees employed by the Group parent Company.,25,I,human
14938,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Generally, such rights will vest and become exercisable on a change of control subject to the satisfaction of performance conditions.",20,I,human
15098,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The financial statements note 11 disclose the sensitivity estimated by the Group.,12,I,human
15478,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Changes in the fair value of any derivative instruments that do not qualify for hedge accounting are recognised immediately in the income statement.,23,I,synthetic
15490,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Net realisable amount is the estimated selling price in the ordinary course of business less any applicable variable selling costs.,20,I,synthetic
16035,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Disposal and separation costs primarily comprise investment banking fees, legal fees, external consultant support for financial, tax and operational aspects of the transaction as well as related employee bonuses.",29,I,human
16152,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"305, 3rd Floor, No 14 Golestan Avenue, Alikhani Avenue, Southern Shiraz Street, Tehran Croda Pars Trading Co vii",18,I,synthetic
16765,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,We worked closely with our aluminum sheet suppliers to create unique alloys specifically for closed-loop recycling.,16,E,synthetic
16887,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,"Led by the Supply Chain Sustainability RMC team, the RMC brings together key members of the Purchasing and Product Development teams.",21,I,human
17200,2018,Goldfields_2018_TCFD,Manufacturing,Metals and Mining,Goldfields,"From 2018 onwards, we will be reporting on our climate change performance exclusively under the disclosure recommendations of the Task Force on Climate-related.",23,E,synthetic
17450,2018,Goldfields_2018_TCFD,Manufacturing,Metals and Mining,Goldfields,"AMERICAN DEPOSITORY RECEIPTS TRANSFER AGENT Shareholder correspondence should be mailed to BNY Mellon Shareowner Services PO Box 30170 College Station, TX 77842-3170.",22,I,synthetic
17751,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,"In this the Board is assisted predominantly by the Safety, Health and Sustainable Development SHSD , the Social, Ethics and Transformation SET and the Risk committees.",26,G,human
17773,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,"In 2019, we set two key targets to ensure we efficiently manage our water usage in our catchment areas Firstly, reducing freshwater use by 3% 5% a year, and, secondly, recycling and reusing at least 70% of our water.",39,E,synthetic
17835,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,"Corporate Water Governance Disclose approach to water stewardship Allocate responsibilities and accountabilities for water Integrate water into business planning Public reporting of water performance, risks and opportunities and management responses Legal, regulatory, and voluntary compliance Corporate water governance Responsibilities and accountabilities Integrate water into business planning Public reporting of water performance, material risks and opportunities and management responses 2020 2025 Group water strategy finalised and regional water strategies and three-year management plans being implemented Strategy comprises three pillars Security of supply Water efficiency Catchment management ISO 14000 certification of all operations",91,E,synthetic
17845,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,"In nanoparticulate form, for instance, gold has considerable potential in a range of applications that can help reduce GHG emissions.",20,E,synthetic
17855,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,"Primarily though, gold s role in a low carbon future rests on its role as a strategic asset within ESG-focused investment portfolios, with climate change being the dominant ESG factor.",30,E,synthetic
18154,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,TCFD RECOMMENDATION WHERE DISCLOSED IN THIS REPORT PAGES OTHER LINKAGES.,10,G,human
18590,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"In addition, we face increasing transition risks due to market and regulatory dynamics, including carbon taxes and carbon pricing.",19,E,synthetic
18677,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"In 2020, to drive collective action at scale beyond our own company s operations, we spearheaded projects through the PSCI s Human Rights and Labor Subcommittee, which we co-chair.",29,S,synthetic
18796,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"A value-based approach to healthcare incentivizes the healthcare sector to focus on the interventions that deliver the most effective, efficient and sustainable outcomes.",23,S,human
19128,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"In Brazil, the Novartis Foundation together with Instituto Tellus supported the Hospital das Clinicas of the University of S o Paulo AI nucleus to establish an AI-driven tool for detecting COVID-19 using CT scans and chest X-rays.",37,S,human
19412,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,The first task force evaluates all Novartis products from a benefit-risk perspective and helps ensure patients continue to receive essential medications.,21,S,human
19579,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,There are now 60 such groups active across the company.,10,I,synthetic
20177,2022,SK hynix_2022_TCFD,Manufacturing,Manufacturing,SK hynix,This is why SK hynix transparently discloses the results of our climate change scenario analysis through the publication of this TCFD report.,22,E,synthetic
20265,2022,SK hynix_2022_TCFD,Manufacturing,Manufacturing,SK hynix,"1 As part of our efforts to meet stakeholders non-financial demands, we seek opportunities to create value with our customers while addressing their needs from a company-wide perspective and working with customers.",32,S,human
20577,2022,TSMC_2022_TCFD,Manufacturing,Manufacturing,TSMC,"Director-level representatives from functional organizations including Operations, lLegal, Finance, HR, Quality Reliability, IT, Corporate Information Security, Material Management, R D, Business Development, Sales, Corporate Planning Organization, ESG Identify, assess, response, monitor and review risks to ensure that critical risks are managed appropriately and effectively Lead and promote crossfunctional Risk Management Taskforces and risk management-related activities.",55,G,human
20881,2022,TSMC_2022_TCFD,Manufacturing,Manufacturing,TSMC,Participate in low-carbon engagement projects and initiatives in the industry.,10,E,synthetic
21100,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,Environmental materiality was reviewed at timing of recent formulation of the 2025 Target Seventh Toyota Environmental Action Plan in accordance with the above process.,24,E,synthetic
21561,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,We will strive to establish recycling-based societies that enable efficient resource recycling by taking measures such as calling on national governments to ensure that such measures take root as social systems.,31,E,synthetic
21581,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,"Connect Nature Conservation Activities Beyond the Toyota Group and Its Business Partners Among Communities, with the World, to the Future.",20,E,synthetic
