id,year,report,sector,industry,company,sentence,token_count,label,label_source
7941,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,"However, the expenditure of environmental protection returned to stable status during 2021.",12,E,synthetic
8546,2021,AcBel Polytech_2021_ESG,Manufacturing,Capital Goods,AcBel Polytech,Note Non-management employee is exclusive of board members and managers.,10,S,synthetic
8929,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Editing and revision of the report, assurance by a third party.",11,G,synthetic
8934,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"159, Section 3, Danjin Road, Tamsui District, New Taipei City 251, Taiwan Tamsui Factory",14,I,synthetic
8980,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,AcBel is dedicated to establishing a climate-resilient supply chain to effectively address the challenges posed by climate change.,18,E,synthetic
9298,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,This ensures the effective implementation of sustainable development in line with AcBel s current operations and future growth.,18,I,synthetic
9516,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Additionally, AcBel has announced its acquisition of the power conversion business unit of ABB.",14,I,synthetic
9599,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"They engage in direct communication with the company s executive units, allowing them to have a comprehensive understanding of report proposals.",21,G,synthetic
10278,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"As awareness of climate change increases, it has driven customers to demand suppliers to adopt initiatives such as SBTs for carbon reduction and disclose sustainability information following the SASB standards.",30,E,synthetic
10442,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Action Plan/Quarterly Tracking ISO 50001 Energy Management ISO 14064 Greenhouse Gas Inventory ISO 14046 Water.,15,E,synthetic
10532,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Reduce Scope 3 GHG emissions from Use of sold product and Purchased goods and services 51.7% per million NTD revenue within the same time frame, equivalent to 25.0% in absolute emissions.",31,E,synthetic
10551,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,The absolute emissions from Scope 1 and Scope 2 will be reduced by at least 10% compared to the baseline year of 2021.,23,E,synthetic
10744,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Monthly inventory checks are conducted to monitor the stock levels of controlled chemicals and record any changes in chemical inventory.,20,E,synthetic
10814,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Adhere to ethical principles and social responsibility, including integrity, transparency, respect for labor rights, prohibition of child labor and forced labor, and ensuring a safe and healthy working environment.",29,S,synthetic
10959,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Wuhan Factory was awarded the Outstanding Unit for Safety Production in 2022 by the Longhuashan Office in.,17,S,synthetic
11216,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"These programs cover various projects such as automotive applications, improvement of power product efficiency, and design optimization.",17,E,synthetic
11328,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"As of the end of 2022, a total of 608 AcBel babies have been born, and a total of 40,128,000 NT dollars in bonuses have been distributed.",27,S,synthetic
11522,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,We also offer necessary health counseling and support to prevent overwork and related health issues.,15,S,synthetic
12973,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Consider the implications of the International Sustainability Standards Board ISSB and the EU Corporate Sustainability Reporting Directive EU 2022/2464 CSRD on our reporting requirements, and whether these offer future opportunities and risks.",32,G,synthetic
13041,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Achieve limited assurance of Climate Positive KPI s for 2023.,10,E,synthetic
13179,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"The Board has also commenced a search for a new Non-Executive Director to replace Helena Ganczakowski, who has reached her nine year tenure and will retire from the Board at the 2023 AGM.",33,G,synthetic
13296,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"This includes, for example, corporate transactions, capital expenditure, significant commercial contracts, the financial statements, dividends, the Group budget as well as a review of past capex and innovation performance.",29,I,synthetic
13404,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The Board concluded that it was in the best interests of the Company and its shareholders to approve the investment and enter into the cooperation agreement.,26,I,synthetic
13501,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The Board and our culture Corporate governance continued 84 Croda International Plc Annual Report and Accounts 2022,17,G,synthetic
13668,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"The Annual Report and Accounts process is designed to give the Board enough time to assess whether it is fair, balanced and understandable, as required by the Code.",28,G,synthetic
13807,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Having served 14 years as VP Risk and Assurance and over 16 years as an employee of Croda, Hazel Whitaker retired from her role in August 2022.",27,I,synthetic
14107,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Therefore, after consideration of all factors, an overall PSP vesting of 100% of the total award was agreed.",18,G,synthetic
14496,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Reward in the wider employee context Workforce engagement How our Remuneration Policy relates to reward in the wider employee context 4.,21,S,synthetic
14797,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The 2021 total remuneration figure has been updated to reflect the value of the 2021 PSP award at vesting.,19,G,synthetic
14920,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Information on gas emissions, energy consumption and energy efficiency - other disclosures can be found on page 65.",18,E,synthetic
14930,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"For the purposes of Listing Rule LR 9.8.4R, the information required to be disclosed by LR 9.8.4R can be found in the table below.",24,I,synthetic
14968,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Notes 1 to 29 to the Group financial statements, including the accounting policies on pages 164 to 171.",18,I,synthetic
15131,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Risk communications We communicated identified laws and regulations throughout our team and remained alert to any indications of noncompliance throughout the audit.,22,G,synthetic
15553,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The effective adjusted corporate tax rate before exceptional items of 22.8% 2021 21.2% is significantly higher than the UK's standard tax rate of 19.0%.,24,G,synthetic
15628,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"During the period the business divestment resulted in a curtailment gain of £3.9m on cessation of defined benefit accrual, primarily within the Group s UK pension scheme, which has been recognised in the Group income statement as part of the gain on business disposal.",44,I,synthetic
15642,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Total employer contributions to the schemes in 2023 are expected to be £10.9m.,13,S,synthetic
15889,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"As at 31 December 2022, the Group s floating rate liabilities are based on SONIA, ICE LIBOR or EURIBOR, depending upon the drawdown currency.",24,I,synthetic
16411,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,Science-Based Targets initiative SBTi Targets We have set interim science-based targets for our vehicle emissions from a well-to-wheels perspective and operations which include Scope 1 and 2 emissions for manufacturing and non-manufacturing locations .,34,E,synthetic
16548,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,"Ford s ability to attract and retain talented, diverse, and highly skilled employees is critical to its success and competitiveness.",20,S,synthetic
17332,2018,Goldfields_2018_TCFD,Manufacturing,Metals and Mining,Goldfields,"Gold Fields has processes and controls in place to ensure compliance with relevant laws, regulations and codes.",17,G,synthetic
17781,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,They will provide our stakeholders with a firm road map against which they can track our decarbonisation journey.,18,E,synthetic
18079,2020,Goldfields_2020_TCFD,Manufacturing,Metals and Mining,Goldfields,pit bridges at Tarkwa Investigate LNG on trucking fleet Introducing remote technology i.e.,13,E,synthetic
18257,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Estimated jobs created by Novartis 2019 , including own employees, indirect and induced 80.",14,S,synthetic
18434,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Total taxes Not valued globally in 2019 1 Our methodology is based on leading approaches including WifOR social impact of medicines, direct GDP contribution, indirect and induced environmental and economic impacts , Valuing Nature social impact of wages and salaries , VBA employee development, occupational safety, waste, land use and Impact Valuation Roundtable general approach .",56,I,synthetic
18984,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"For over 30 years, Novartis and the Novartis Foundation have been working with partners around the world to eliminate leprosy.",20,S,synthetic
19312,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,Taking a holistic approach to antimicrobial resistance Antimicrobial resistance AMR is a growing threat to public health and could increase through the heavy use of antibiotics in the treatment of COVID19 patients.,32,S,synthetic
19661,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"To meet our 2025 carbon-neutrality target, we continued to work in line with our four key drivers",17,E,synthetic
19741,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"For the eighth consecutive year, Novartis is publishing an annual Novartis in Society ESG Report formerly our Corporate Responsibility Report .",21,G,synthetic
20041,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Pricing pages 30-40 Being part of the solution on pricing and access The Novartis access principles see page 31 are the cornerstone of this pillar, and affordability strategies tailored to different parts of the income pyramid is one of these principles.",41,S,synthetic
20287,2022,SK hynix_2022_TCFD,Manufacturing,Manufacturing,SK hynix,"Scenario selection Classify transition risks and physical risks, and select and compose climate change scenarios that can reflect the characteristics of each risk.",23,E,synthetic
20307,2022,SK hynix_2022_TCFD,Manufacturing,Manufacturing,SK hynix,"Considering the three hypothetical factors the reduction of national emission allowances allocation, the increase in allowances through auctions, and the emissions pathways of NGFS climate scenarios, we estimated the GHG emissions that we will be responsible for based on our BAU1 emissions forecast by 2050.",45,E,synthetic
20480,2022,SK hynix_2022_TCFD,Manufacturing,Manufacturing,SK hynix,SK hynix discloses information on the following metrics recommended for non-financial groups to disclose in the TCFD recommendations.,18,G,synthetic
20880,2022,TSMC_2022_TCFD,Manufacturing,UNKNOWN,TSMC,Work with suppliers to increase the quality and transparency of carbon emissions data from the supply chain.,17,E,synthetic
21394,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,Sales of Electrified Vehicles and CO2 Emissions Reduction Effects as of end of March 2020,15,E,synthetic
21562,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,Achieve Industry-leading Levels in Easy-to-dismantle Design for Effective Resource Recycling.,10,E,synthetic
21703,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,Environmental Data Verification Statement 37 Environmental Report 2020 million tons,10,E,synthetic
