id,year,report,sector,industry,company,sentence,token_count,label,label_source
10651,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Notes 1.Scope 3 Category such as Upstream Leased Assets, Processing of Sold Product, Downstream Leased Assets, Franchises, etc., have been assessed according to the significance screening criteria of ISO 14064 standard.",31,E,synthetic
10682,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,The significant reduction in water withdrawal by AcBel can be attributed to the effective implementation of various water-saving measures at Tamsui smart factory which played a crucial role in op- timizing water usage.,33,E,synthetic
10802,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"AcBel personnel to be stationed at customer sites, ensuring timely customer assistance and reducing wait times.",16,I,synthetic
10844,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,Resource sharing and training are also utilized to enhance suppliers' sustainability awareness.,12,S,synthetic
11137,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"In the case of the Taiwan plants, employees are encouraged to accumulate at least 24 credits per year to enhance their core competencies and foster sustainable talents.",27,S,synthetic
11402,2022,AcBel Polytech_2022_ESG,Manufacturing,Capital Goods,AcBel Polytech,"Female employees of China plants are entitled to 98 days of paid maternity leave for their first child, including 14 days of prenatal leave and 84 days of postnatal leave.",30,S,synthetic
11737,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,All our locations have externally validated decarbonisation roadmaps in place.,10,E,synthetic
11790,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"In 2022, we were pleased to agree co-investment programmes with the US and UK governments, recognising the importance of our pharma technologies to pandemic preparedness and drug discovery.",28,I,human
11795,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"For the first time, we have delivered over £2bn in sales and more than £500m in adjusted operating profit.",19,I,synthetic
11866,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,IFRS operating profit £444.7m 2021 £438.2m 7 Croda International Plc Annual Report and Accounts 2022.,15,I,synthetic
11871,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"IFRS operating profit declined to £144.5m 2021 £168.0m , which included an impairment charge of £34.6m on goodwill in the Flavours business, where the future value of this business is behind the acquisition case.",34,I,synthetic
12022,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Land Positive Using natural resources brings with it the responsibility to take a holistic approach to the role natural ecosystems play in achieving global climate goals while addressing social inequalities.,30,E,synthetic
12185,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Consumers in developed markets, and increasingly in China and around the world, are supporting businesses they believe act responsibly.",19,S,synthetic
12479,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Adjusted operating profit increased by 10% to £229.4m 2021 £208.5.m , with IFRS operating profit also up 10% to £220.3m 2021 £201.0m .",23,I,synthetic
12557,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Sales/price mix was strong, partly offset by volume which reduced due to a strong comparator period, de-marketing of lower margin products in light of capacity constraints and customer destocking in the second half of 2022.",35,I,synthetic
12701,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Across the nine Fundamental objectives, we have identified some notable activities and progress in 2022.",15,I,synthetic
13086,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,This can impact regional water supply and have financial implications for local industry.,13,E,synthetic
13395,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The Board considered it was in the best interests of the Company to protect employees from additional pension contributions at a time of rising cost of living and agreed the Company would pay the full cost of the rise in funding.,41,S,synthetic
13534,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The Chair spends time interacting with the Executive Committee team between Board meetings and during the year each member of the Executive management team had regular meetings with the Chair.,30,G,synthetic
13824,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The Committee met on six occasions during the year and has met twice since the financial year end.,18,I,synthetic
13872,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Information on the audit fees can be found in note 3 on page 174.,14,I,synthetic
13939,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"The Committee s effectiveness at assessing the system of internal controls was rated positively, including its regular review of general computer controls.",22,G,synthetic
14064,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"We believe that this focuses our leadership on working together globally to deliver the best overall outcome for our customers and, in turn, our shareholders and other stakeholders.",28,I,synthetic
14314,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,Benefits to provide competitive benefits to act as a retention mechanism and reward service.,14,S,synthetic
14466,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"The Non-Executive Directors receive a basic Board fee, with additional fees payable for chairmanship of the Company s key Committees and for performing the Senior Independent Director role.",28,G,synthetic
15081,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,We performed the tests above rather than seeking to rely on any of the Group s controls because the nature of the balance is such that we would expect to obtain audit evidence primarily through the detailed procedures described.,39,I,synthetic
15158,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Materiality for the Parent Company financial statements as a whole was set at £8.7m FY21 £8.7m , determined with reference to a benchmark of Parent Company total assets, of which it represents 0.3% FY21 0.3% .",36,I,synthetic
15243,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Borrowings and other financial liabilities 20 401.8 794.6 Lease liabilities 14 79.2 78.3 Other payables 19 4.5 12.3 Retirement benefit liabilities 11 23.1 27.4 Provisions 21 11.5 3.6 Deferred tax liabilities 6 172.9 151.4 693.0 1,067.6",36,I,synthetic
15390,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The Group recognises revenue to the extent that it is highly probable that a significant reversal in the amount of cumulative revenue will not be required.,26,I,synthetic
15393,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,The Group recognises government grant income related to assets when the grant becomes receivable and deducts the income from the cost of the associated asset.,25,I,synthetic
15583,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"At 31 December 2022, no deferred tax asset has been recognised in respect of £39.1m 2021 £32.6m of losses across the Group as it is not considered probable that there will be future taxable profits against which these losses can be offset.",42,I,synthetic
15665,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"As a result of market movements, the Scheme s asset allocation during Q4 2022 was out of line with the target allocation with an overweight position to return seeking assets.",30,I,synthetic
16087,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Trade and other receivables 5.0 Corporation tax 25.0 46.4 Prepayments 1.8 1.6 1,318.9 1,373.2.",14,I,synthetic
16103,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"In line with the requirements of FRS 101, the Company recognises its share of the UK pension scheme assets, liabilities, income statement charges /credits and OCI movements based on the number of scheme members.",34,I,human
16187,2022,Croda International_2022_ESG,Manufacturing,Chemicals,Croda International,"Borj C dria, Bir El Bey, BP 69, 2055 Ben Arous Iberchem Tunisie S.A.R.L.",14,I,synthetic
16640,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,"By 2030, we expect 100% of our passenger vehicles to be fully electric and twothirds of commercial vehicle sales to be all-electric or plug-in hybrid.",25,E,synthetic
16646,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,"Major updates to the production facility, with new energy efficient solutions, will save more than 2,000 metric tons of CO2e and more than 2,600 megawatt hours MWh of electric energy per year.",32,E,synthetic
17011,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,"The process of climate scenario analysis is evolving, and we expect the approaches and data quality to improve over time, which will further contribute to our understanding of climate risks and opportunities, and to help strengthen our ability to adapt to climate change.",43,E,synthetic
17157,2023,Ford_2023_ESG,Manufacturing,Automobiles and Components,Ford,"Estimated city and highway MPG for ICEV Transit 130-inch wheelbase, low roof analytically derived using models based on EPA test procedures and calculations for light-duty gasoline-powered vehicles set forth in 40 CFR Part 600, with inputs reflecting 2021 3.5L PFDI gasoline-powered Transit attributes including Average Loaded Vehicle Weight Engineering Test Weight ALVW ETW .",54,I,human
17641,2019,Goldfields_2019_TCFD,Manufacturing,Metals and Mining,Goldfields,Our strategic initiatives include Fuel switching to low-carbon energy sources Assessing and installing renewable energy options Re-negotiating energy contracts with suppliers Investing in energy efficiency initiatives Aligning our guidelines and certifying our operations to the ISO 50001 energy management system.,40,E,synthetic
18211,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,Novartis in Society 5 ouR RESponSE to CoVID-19 16 Novartis Annual Review 2020.,13,S,human
18500,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Once a risk is identified, we decide how to treat it based on our risk appetite.",16,G,synthetic
18815,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"To help improve the affordability of our medicines in countries around the world, we take local economic realities into account in considering a range of approaches to expand access across the income pyramid, including tiered pricing, innovative business models, emerging market brand strategies, patient access programs and off-patent solutions.",49,S,synthetic
18959,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Due to quarantine and travel restrictions, patients faced challenges in submitting documentation for NPAF eligibility.",15,S,synthetic
18982,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"In March, Novartis announced a USD 20 million COVID-19 Response Fund to support communities around the world impacted by the pandemic.",21,S,synthetic
19022,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,These paramedics can later return to their villages and deliver care in hard-to-reach areas.,14,S,synthetic
19079,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Healthcare workers in LMICs received training on prevention, diagnosis and management of COVID-19",13,S,synthetic
19090,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"To date, more than 31 000 health workers from over 200 countries have accessed this content for health system leaders.",20,S,synthetic
19146,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,We must take action to control the spread of COVID-19 while maintaining a focus on other global health priorities that take a heavy toll on vulnerable populations.,27,S,synthetic
19283,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"In 2020, NITD discovered another novel malaria therapy, INE963, which has an entirely new mechanism of action and is expected to begin clinical trials in 2021.",26,S,synthetic
19417,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Patient health and safety performance indicators pharmacovigilance, safety profile and quality of drugs performance indicators 2020 2019 2018.",18,S,synthetic
19606,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,Our Novartis volunteering program does not set a limit on the number of volunteering or engagement hours.,17,S,synthetic
19628,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"As travel restrictions were imposed early in the year, our travel security alerts helped Novartis associates mitigate their risk, either by avoiding travel to high-risk zones or by returning home.",30,S,synthetic
19898,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"Reverse mentoring programs IGNITE Accelerates leaders ability to apply a global mindset through self-awareness, curiosity and experimentation in order to drive sustainable business impact QUEST Enables participants to become self-aware, authentic and purposeful leaders who accelerate positive change.",38,S,synthetic
20000,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,"HC-BP-210a.2 Discussion, by world region, of management Novartis received six FDA inspections for which one resulted in a Form process for ensuring quality and patient safety 483.",27,S,human
20126,2020,Novartis_2020_ESG,Manufacturing,Pharmaceutical,Novartis,Independent assurance Report on the 2020 novartis in Society ESG reporting.,11,G,synthetic
20948,2022,TSMC_2022_TCFD,Manufacturing,UNKNOWN,TSMC,Year 41 Commitment to Net Zero Emissions Sustainable Climate Governance Enterprise Risk Management Forward-looking Climate Strategy Prospects Appendix Management Performance and Goals,22,E,synthetic
21042,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,Note These functions are operable when connected to the Internet.,10,I,synthetic
21486,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,Plants at three sites in Thailand are collaborating to reduce CO2 emissions in logistics.,14,E,synthetic
21690,2020,Toyota_2020_ESG,Manufacturing,Automobiles and Components,Toyota,"Per vehicle produced 29 134 32 11 18 37 261 26.0 25.2 24.4 <Scope of Coverage> TMC and consolidated subsidiaries, a total of 130 companies.",25,I,synthetic
